Article_Title,English,Vietnamese,Source
"A Vietnamese roast pork that keeps rolling for 1,000 years","The outer layers are fatty, but the innermost part has a fragrance from the ground guava leaves.","Lớp ngoài béo ngậy, còn phần lõi thịt có mùi thơm đặc trưng từ lá ổi giã nhỏ.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
"A Vietnamese roast pork that keeps rolling for 1,000 years","By 7 a.m., the workers start delivering orders to wholesalers and banquet services. The remaining pork is sold to locals at VND350,000 ($13.70) per kilogram, usually selling out by 11 a.m.","Đến 7 giờ sáng, những người thợ bắt đầu giao hàng cho mối sỉ và dịch vụ tiệc. Số thịt còn lại được bán cho người dân địa phương với giá 350.000 đồng/kg (tương đương 13,70 USD), thường sẽ bán hết trước 11 giờ trưa.",https://readtoolead.com/a-vietnamese-roast-pork-that-keeps-rolling-for-1000-years
Female pilots from the Philippines could help Asia’s travel boom,The Philippines’ largest flight school is trying to bring more women into the cockpit to help meet a shortageof pilots in Asia.,Trường bay lớn nhất Philippines đang cố gắng đưa nhiều phụ nữ vào buồng lái để giúp đáp ứng sự thiếu hụt phi công ở châu Á.,https://readtoolead.com/female-pilots-from-the-philippines-could-help-asias-travel-boom
Female pilots from the Philippines could help Asia’s travel boom,"At Alpha Aviation Group’s campus in Pampanga province north of the capital, one in five of its 550 students each year are women, whereas only about 3% of the world’s pilots are female, founder Bhanu Choudhrie said in an interview.","Tại khuôn viên của Alpha AviationGroup ở tỉnh Pampanga phía bắc thủ đô [Manila], một phần năm trong số 550 sinh viên của trường mỗi năm là nữ, trong khi chỉ có khoảng 3% phi công trên thế giới là nữ, người sáng lập Bhanu Choudhrie cho biết trong một cuộc phỏng vấn.",https://readtoolead.com/female-pilots-from-the-philippines-could-help-asias-travel-boom
Female pilots from the Philippines could help Asia’s travel boom,"Choudhrie said the group holds recruitment programs at universities and invites female pilots to give career talks to students to encourage more women to apply. These initiatives aim to dispel the notion in the Philippines that only men can apply to flight school, he added.","Choudhrie cho biết nhóm [của ông] tổ chức các chương trình tuyển dụng tại các trường đại học và mời các phi công nữ tham gia các buổi trò chuyện về nghề nghiệp với các sinh viên để khuyến khích nhiều phụ nữ hơn nộp đơn đăng ký. Những sáng kiến này nhằm mục đích xua tanquan niệm ở Philippines rằng chỉ có đàn ông mới có thể nộp đơn vào trường bay, ông nói thêm.",https://readtoolead.com/female-pilots-from-the-philippines-could-help-asias-travel-boom
Female pilots from the Philippines could help Asia’s travel boom,"Boeing Co. estimates Asia will require 266,000 more pilots by 2038, a third of the global shortage, as travel booms faster in the region than anywhere else. Understaffed airlines in the region have already been forced to cut flights due to the shortage. Some local carriers are setting up their own academies to produce more pilots.","Công ty Boeing ước tính châu Á sẽ cần thêm 266.000 phi công vào năm 2038, bằng một phần ba sự thiếu hụt toàn cầu, vì du lịch bùng nổ nhanh hơn trong khu vực này so với bất kỳ nơi nào khác [trên thế giới]. Các hãng hàng không không có đủ nhân viên trong khu vực đã buộc phải cắt giảm các chuyến bay do sự thiếu hụt này. Một số hãng hàng không địa phương đang thành lập học viện của riêng họ để đào tạo ra nhiều phi công hơn.",https://readtoolead.com/female-pilots-from-the-philippines-could-help-asias-travel-boom
Female pilots from the Philippines could help Asia’s travel boom,"Givenwidespread usage of English in the Philippines, the country is well placed to cater toregional low-cost carriers, which are now required by regulators to train their pilots in the language, Choudhrie said. The school already trains pilots for local carriers, as well as VietJet Air and AirAsia India.","Với việc tiếng Anh được sử dụng rộng rãi ở Philippines, quốc gia này rất phù hợp để đáp ứng cho các hãng hàng không giá rẻ trong khu vực, hiện các nhà quản lý yêu cầu các hãng này đào tạo phi công của họ bằng tiếng Anh, Choudhrie nói. Ngôi trường này đã đào tạo phi công cho các hãng hàng không địa phương [ở Philippinese], cũng như VieftJet Air và AirAsia tại Ấn Độ.",https://readtoolead.com/female-pilots-from-the-philippines-could-help-asias-travel-boom
Female pilots from the Philippines could help Asia’s travel boom,"The rise of low-cost carriers, which mostly fly short-haul flights within the region, also makes a career as a pilot more attractive for women who don’t want to be away from home for long periods of time, Choudhrie said.","Choudhrie nói, sự gia tăng của các hãng hàng không giá rẻ, chủ yếu [thực hiện] các chuyến bay đường ngắn trong khu vực, cũng khiến cho việc trở thành một phi công trở nên hấp dẫn hơn đối với những người phụ nữ không muốn xa nhà trong thời gian dài.",https://readtoolead.com/female-pilots-from-the-philippines-could-help-asias-travel-boom
Female pilots from the Philippines could help Asia’s travel boom,"“There is huge demand and men alone can’t fill that. It’s the women who will be the ones to drive this growth,” he said.","Có nhu cầu rất lớn và chỉ riêng đàn ông có thể lấp đầy nhu cầu đó. Chính phụ nữ sẽ là những người thúc đẩy sự tăng trưởng này, ông nói.",https://readtoolead.com/female-pilots-from-the-philippines-could-help-asias-travel-boom
Female pilots from the Philippines could help Asia’s travel boom,Source: https://www.bloomberg.com/news/articles/2019-09-15/asia-s-travel-boom-could-be-served-by-philippines-female-pilots,"cockpit /ˈkɒk.pɪt/ (n): buồng lái
shortageof sth /ˈʃɔː.tɪdʒ/ [B2] (n): sự thiếu hụt cái gì
campus /ˈkæm.pəs/ [B2] (n): khuôn viên
founder /ˈfaʊn.dər/ [C2] (n): người sáng lập
recruitment /rɪˈkruːt.mənt/ [C1] (n): tuyển dụng
initiative /ɪˈnɪʃ.ə.tɪv/ [C1] (n): sáng kiến
dispel /dɪˈspel/ (v): xua tan, loại bỏ (1 quan điểm)
notion /ˈnəʊ.ʃən/ [C1] (n): quan niệm
boom /buːm/ (n, v): bùng nổ
understaffed /ˌʌn.dəˈstɑːft/ (adj): không có đủ nhân viên
academy /əˈkæd.ə.mi/ (n): học viện
given sth /ˈɡɪv.ən/ (pre): với cái gì như một thực tế
widespread /ˌwaɪdˈspred/ [C1] (adj): rộng rãi
cater to sb/sth /ˈkeɪ.tər/ [C1] (v): đáp ứng cho nhu cầu gì
regional /ˈriː.dʒən.əl/ [B2] (adj): thuộc về khu vực
regulator /ˈreɡ.jə.leɪ.tər/ (n): nhà quản lý
short-haul /ˈʃɔːt.hɔːl/ (n): đường ngắn
drive /draɪv/ [C1] (v): thúc đẩy",https://readtoolead.com/female-pilots-from-the-philippines-could-help-asias-travel-boom
Where motorbikes double as trucks,"You might have heard about Vietnam as the land of two-wheelers, but do you know what drivers here actually carry on them?","Bạn có thể đã nghe nói về Việt Nam như vùng đất của xe hai bánh, nhưng bạn có biết những người lái xe ở đây thực sự chở gì trên những chiếc xe đó không?",https://readtoolead.com/where-motorbikes-double-as-trucks
Where motorbikes double as trucks,"Ho Chi Minh City, the country’s largest metropolis, is home to 13 million people including migrants. The city’s roads are packed with around eight million motorbikes, and most of the time, they are the ultimate means of delivery.","Thành phố Hồ Chí Minh, đô thị lớn nhất của cả nước, là nơi sinh sống của 13 triệu người bao gồm cả người di cư [từ các tỉnh khác]. Có khoảng tám triệu xe máy trên đường phố của thành phố, và gần như mọi lúc, chúng là phương tiện giao hàngcuối cùng.",https://readtoolead.com/where-motorbikes-double-as-trucks
Where motorbikes double as trucks,This photo collection shows how.,Bộ sưu tập ảnh này cho thấy điều đó.,https://readtoolead.com/where-motorbikes-double-as-trucks
Where motorbikes double as trucks,"“It might look simple, but in fact it took me a while to learn how to balance. Now I can easily ride with one hand, holding a tray with two or three bowls of noodles with the other,” said this woman who works for a noodle soup restaurant.","“Trông có vẻ đơn giản đấy, nhưng thực tế là cô phải mất một thời gian để học cách giữ thăng bằng. Bây giờ thì cô có thể dễ dàng đạp xe bằng một tay, còn tay kia bưng một khay có hai hoặc ba bát phở”, người phụ nữ làm việc cho một quán phở nói.",https://readtoolead.com/where-motorbikes-double-as-trucks
"In Ha Long, black bread is the new banh mi","A group of men from Quang Ninh, home to Vietnam’s biggest coal reserves, came up with the idea to bake black bread using squid ink and bamboocharcoal.","Một nhóm bạn trẻ đến từ Quảng Ninh, nơi có trữ lượng than lớn nhất Việt Nam, đã nảy ra ý tưởng nướng bánh mì đen bằng mực ống và thantre.",https://readtoolead.com/in-ha-long-black-bread-is-the-new-banh-mi
"In Ha Long, black bread is the new banh mi",The blackness of the bread (banh mi) catches the attention for its complete opposite hue to the regular golden yellow Vietnamese staple. The bread comes out of the oven crispy.,Màu đen của loại bánh mì này gây chú ý bởi màu sắc hoàn toàn trái ngược với màu vàng thông thường của bánh mì truyền thống Việt Nam. Loại bánh mì này rất giòn sau khi ra lò.,https://readtoolead.com/in-ha-long-black-bread-is-the-new-banh-mi
"In Ha Long, black bread is the new banh mi","The filling of this exotic banh mi is also different, including minced fried squid, served together in small slices with hot sauce.","Nhân của món bánh mì độc lạ này cũng khác lạ, bao gồm mực chiên giòn cắt nhỏ, ăn kèm với nước sốt nóng.",https://readtoolead.com/in-ha-long-black-bread-is-the-new-banh-mi
"In Ha Long, black bread is the new banh mi","To make the sauce, the cook mixes onions, tomatoes, carrots, and oregano, simmered together with shrimp heads for an hour before pureeing.","Nước sốt được làm bằng cách trộn hành tây, cà chua, cà rốt và lá kinh giới, ninh cùng với đầu tôm trong một giờ trước khi xay nhuyễn.",https://readtoolead.com/in-ha-long-black-bread-is-the-new-banh-mi
